,Date created,Tweet_ID,Tweet_text,clean_tweet,,Labels
1,18-07-2020 18:32,1.28E+18,"@SueMassa256 @HillaryHutton @senatemajldr And Schumer’s like, that’s what you get, assbite!  Hahaha","And Schumer’s like, that’s what you get, assbite! Hahaha",,-
2,18-07-2020 07:31,1.28E+18,@seanhannity Mayor assbite,Mayor assbite,,-
3,18-07-2020 04:57,1.28E+18,@Maui_Speaks What an assbite!,What an assbite!,,-
4,17-07-2020 15:43,1.28E+18,"@511Bryan @dcexaminer @BilldeBlasio @SBANYPD ""Scum Bucket"" is the best way to describe the mayor of NYC.

Citizens… https://t.co/Yy7iK7yhsD","""Scum Bucket"" is the best way to describe the mayor of NYC. Citizens… https://t.co/Yy7iK7yhsD",,-
5,16-07-2020 21:06,1.28E+18,"@SteveGuest Esp shutting down the USPS so us over 65s can’t even mail our ballots in, ASSBITE","Esp shutting down the USPS so us over 65s can’t even mail our ballots in, ASSBITE",,-
6,16-07-2020 03:20,1.28E+18,@assbite_821 The chipotle bbq was my shhhit!,The chipotle bbq was my shhhit!,,-
7,16-07-2020 01:51,1.28E+18,@thehill How can fuck-face lindsey say we’re better off now than in March???  What an assbite!,How can fuck-face lindsey say we’re better off now than in March??? What an assbite!,,-
8,15-07-2020 17:31,1.28E+18,@fras99 Assbite,Assbite,,-
9,15-07-2020 11:42,1.28E+18,"THIS assbite though... can someone please run HIM down on their bike like he did? 🎯🙏🏻

#DickOnTheLoose 🙄 https://t.co/94IKj65zm6",THIS assbite though... can someone please run HIM down on their bike like he did? 🎯🙏🏻 #DickOnTheLoose 🙄 https://t.co/94IKj65zm6,,-
10,15-07-2020 01:23,1.28E+18,"RT @caligalmags: Any questions, assbite?
@realDonaldTrump 🖕🏻 https://t.co/9KJss7k9Sm","RT Any questions, assbite? 🖕🏻 https://t.co/9KJss7k9Sm",,-
11,15-07-2020 01:16,1.28E+18,"Any questions, assbite?
@realDonaldTrump 🖕🏻 https://t.co/9KJss7k9Sm","Any questions, assbite? 🖕🏻 https://t.co/9KJss7k9Sm",,-
12,14-07-2020 14:48,1.28E+18,Assbite. You need to buy food. At church they will feed you soul for a thide. https://t.co/EHbNZgfNGh,Assbite. You need to buy food. At church they will feed you soul for a thide. https://t.co/EHbNZgfNGh,,-
13,14-07-2020 06:06,1.28E+18,"No one exempted rioters, looters or protestors you assbite. They just don’t have  business locations that can be re… https://t.co/0NtE5RR57t","No one exempted rioters, looters or protestors you assbite. They just don’t have business locations that can be re… https://t.co/0NtE5RR57t",,-
14,14-07-2020 02:31,1.28E+18,"Hey, uh, I speak a little French You're an assbite, pardon my French","Hey, uh, I speak a little French You're an assbite, pardon my French",,-
15,14-07-2020 01:45,1.28E+18,"@DonaldJTrumpJr @TrumpWarRoom How much taxpayer money will it take to “self-publish” your latest “book,” junior ass… https://t.co/oZ0ynfxUry","How much taxpayer money will it take to “self-publish” your latest “book,” junior ass… https://t.co/oZ0ynfxUry",,+
16,14-07-2020 01:37,1.28E+18,"once an assbite, always an assbite https://t.co/ofXtqo0jvi","once an assbite, always an assbite https://t.co/ofXtqo0jvi",,-
17,13-07-2020 21:23,1.28E+18,"RT @elpasopt: WHY IS ANYONE GIVING THIS ASSBITE THE TIME OF DAY?

HE won't interest me until he's indicted for TREASON.",RT WHY IS ANYONE GIVING THIS ASSBITE THE TIME OF DAY? HE won't interest me until he's indicted for TREASON.,,-
18,13-07-2020 20:45,1.28E+18,"WHY IS ANYONE GIVING THIS ASSBITE THE TIME OF DAY?

HE won't interest me until he's indicted for TREASON. https://t.co/a6ww6FHpjh",WHY IS ANYONE GIVING THIS ASSBITE THE TIME OF DAY? HE won't interest me until he's indicted for TREASON. https://t.co/a6ww6FHpjh,,-
19,13-07-2020 15:23,1.28E+18,@TimInHonolulu What an assbite!,What an assbite!,,-
20,13-07-2020 14:58,1.28E+18,@TheJimCornette Typical Hypocritical Christian assbite,Typical Hypocritical Christian assbite,,-
21,12-07-2020 12:36,1.28E+18,@RobertL59612729 @mallen2010 @MittRomney Google this article assbite. https://t.co/9JZo7SWe63,Google this article assbite. https://t.co/9JZo7SWe63,,+
22,12-07-2020 03:18,1.28E+18,@_Vanneeezzy I returned my ac 😂 fuck that I rather sweat,I returned my ac 😂 fuck that I rather sweat,,+
23,12-07-2020 00:53,1.28E+18,"If you look up the word RINO in the dictionary, you’ll see his frigging ugly ass face of Mitt Romney...What an assb… https://t.co/r6g508E1La","If you look up the word RINO in the dictionary, you’ll see his frigging ugly ass face of Mitt Romney...What an assb… https://t.co/r6g508E1La",,-
24,24-07-2020 06:47,1.29E+18,@w_terrence Shitface!!,Shitface!!,,-
25,24-07-2020 06:42,1.29E+18,@brdman71 @BenjaminPDixon He has a perpetual “taking a shit” face. I guess that’s what you call a shitface then.,He has a perpetual “taking a shit” face. I guess that’s what you call a shitface then.,,-
26,24-07-2020 06:27,1.29E+18,@SarcasticSadOne @THE_shitface Lol... the phrase is built like a brick house and that’s b/c she has all the assets a man desires,Lol... the phrase is built like a brick house and that’s b/c she has all the assets a man desires,,-
27,24-07-2020 05:49,1.29E+18,@THE_shitface @RealRebelElle If I’m still calling them “my programs” chances are my dentures won’t hold up to the p… https://t.co/kwHrxMbFdn,If I’m still calling them “my programs” chances are my dentures won’t hold up to the p… https://t.co/kwHrxMbFdn,,+
28,24-07-2020 05:19,1.29E+18,@THE_shitface You leave butterscotch alone!!!,You leave butterscotch alone!!!,,+
29,24-07-2020 05:09,1.29E+18,"@THE_shitface Oh, c'mon 😆😆","Oh, c'mon 😆😆",,+
30,24-07-2020 05:00,1.29E+18,"Cunthole, piece of shit *quack* asshat, Trump bread, fuck cock nyehh cunthole nyehh shitface jesus shitting - FUCK wanker!","Cunthole, piece of shit *quack* asshat, Trump bread, fuck cock nyehh cunthole nyehh shitface jesus shitting - FUCK wanker!",,-
31,24-07-2020 04:57,1.29E+18,@THE_shitface My ears are bleeding,My ears are bleeding,,+
32,24-07-2020 04:56,1.29E+18,"RT @SarcasticSadOne: Out for dinner with a bunch of girlfriends, I get up to use the restroom, and say “I have to squirt, anybody else have…","RT Out for dinner with a bunch of girlfriends, I get up to use the restroom, and say “I have to squirt, anybody else have…",,-
33,24-07-2020 04:56,1.29E+18,RT @SarcasticSadOne: Let me just get out ahead of this and say a big fuck you to the first talk show host who has former president Trump on…,RT Let me just get out ahead of this and say a big fuck you to the first talk show host who has former president Trump on…,,-
34,24-07-2020 04:56,1.29E+18,RT @SarcasticSadOne: Fuck marry kill me.,RT Fuck marry kill me.,,+
35,24-07-2020 04:39,1.29E+18,@_IHateEvery0ne @THE_shitface Preparing my treat for the tricks,Preparing my treat for the tricks,,+
36,24-07-2020 04:39,1.29E+18,@THE_shitface Even worse... you get the young twinks trying to get sugar off ya!,Even worse... you get the young twinks trying to get sugar off ya!,,+
37,24-07-2020 04:38,1.29E+18,RT @_IHateEvery0ne: Your vagina looks like it has teeth. Nobody gives a fuck what you named it.,RT Your vagina looks like it has teeth. Nobody gives a fuck what you named it.,,-
38,24-07-2020 04:38,1.29E+18,"RT @_IHateEvery0ne: I guess that one lady finally got tired of bitching. Oh no, there she is.","RT I guess that one lady finally got tired of bitching. Oh no, there she is.",,-
39,24-07-2020 04:38,1.29E+18,@_IHateEvery0ne @THE_shitface I have his giftcards he asked for,I have his giftcards he asked for,,+
40,24-07-2020 04:29,1.29E+18,@SarcasticSadOne @THE_shitface 😂😂😂,😂😂😂,,+
41,24-07-2020 03:45,1.29E+18,"@NameNotBrendan Boredom, shitface","Boredom, shitface",,-
42,24-07-2020 03:26,1.29E+18,@localdominatrix @THE_shitface Ugh. Day late and a dollar short. Story of my life.,Ugh. Day late and a dollar short. Story of my life.,,+
43,24-07-2020 03:25,1.29E+18,@_salt_n_lime @THE_shitface For the months of Feb-June it did,For the months of Feb-June it did,,+
44,24-07-2020 02:58,1.29E+18,This was so unprovoked what a fucking shitface bitch you are 😂 https://t.co/Z3DCOAVQpF,This was so unprovoked what a fucking shitface bitch you are 😂 https://t.co/Z3DCOAVQpF,,-
45,24-07-2020 02:48,1.29E+18,"@yourauntemma 'twere it possible, i would loathe shitface miller more than 45 ITself - never been so torn in my heart ever before in my life","twere it possible, i would loathe shitface miller more than 45 ITself - never been so torn in my heart ever before in my life",,-
46,24-07-2020 02:29,1.29E+18,@THE_shitface A variation on a classic. Nice.,A variation on a classic. Nice.,,+
47,24-07-2020 02:19,1.29E+18,@THE_shitface Alrighty. Then😆 https://t.co/n8gKEYeIN3,Alrighty. Then😆 https://t.co/n8gKEYeIN3,,+
48,24-07-2020 02:16,1.29E+18,@THE_shitface Oh babbyyyyyy it’s onnnn like donkey kongggg,Oh babbyyyyyy it’s onnnn like donkey kongggg,,+
49,24-07-2020 02:00,1.29E+18,Nyehh shit son of a bitch shitface fucking twat.,Nyehh shit son of a bitch shitface fucking twat.,,-
50,24-07-2020 01:52,1.29E+18,@frankymadness @THE_shitface It’s a gift XD,It’s a gift XD,,+
51,24-07-2020 01:49,1.29E+18,@FunkyBroMedina @THE_shitface How did you get through all that without cracking up is beyond me,How did you get through all that without cracking up is beyond me,,+
52,24-07-2020 01:41,1.29E+18,"@3LWizz @THE_shitface Wine, beer, vodka and Pom Mio I love holidays","Wine, beer, vodka and Pom Mio I love holidays",,+
53,24-07-2020 01:36,1.29E+18,@whiskey_dreams_ @THE_shitface I love the way you think,I love the way you think,,+
54,24-07-2020 01:31,1.29E+18,@THE_shitface Can’t we just fuck on my horse..,Can’t we just fuck on my horse..,,+
55,24-07-2020 01:21,1.29E+18,"RT @whiskey_dreams_: I’m not sleeping or having sex at the moment..
so that fucking sucks",RT I’m not sleeping or having sex at the moment.. so that fucking sucks,,+
56,24-07-2020 01:21,1.29E+18,RT @whiskey_dreams_: Good morning to the guys who know how to lick our pussies just right,RT Good morning to the guys who know how to lick our pussies just right,,-
57,24-07-2020 01:21,1.29E+18,RT @whiskey_dreams_: I’ll tell you my vagina’s name if you tell me your dicks name..,RT I’ll tell you my vagina’s name if you tell me your dicks name..,,-
58,24-07-2020 01:21,1.29E+18,"RT @whiskey_dreams_: I can breathe and still deep throat your dick..
so no, a mask doesn’t bother me","RT I can breathe and still deep throat your dick.. so no, a mask doesn’t bother me",,-
59,24-07-2020 01:20,1.29E+18,"RT @whiskey_dreams_: Goodnight..
I’ll be dreaming about fucking your brains out tonight",RT Goodnight.. I’ll be dreaming about fucking your brains out tonight,,-
60,24-07-2020 01:20,1.29E+18,"RT @whiskey_dreams_: Yes, I am very confident..
I’ve earned that shit","RT Yes, I am very confident.. I’ve earned that shit",,+
61,24-07-2020 01:20,1.29E+18,"RT @whiskey_dreams_: One thing I’ve learned is..
never say no to sex",RT One thing I’ve learned is.. never say no to sex,,-
62,24-07-2020 01:20,1.29E+18,RT @whiskey_dreams_: Since we can’t shake hands anymore I’ll just shake your dick,RT Since we can’t shake hands anymore I’ll just shake your dick,,-
63,24-07-2020 01:20,1.29E+18,"RT @whiskey_dreams_: I have so much to offer..
like amazing dick sucking skills",RT I have so much to offer.. like amazing dick sucking skills,,-
64,20-07-2020 06:42,1.29E+18,"@david_fraas @hollandcourtney @NYCMayor He's an Asscock...

No planning...

Just painted the street and didn't thin… https://t.co/9Wk7A46ZQV",He's an Asscock... No planning... Just painted the street and didn't thin… https://t.co/9Wk7A46ZQV,,-
65,18-07-2020 03:33,1.28E+18,@MattWeaverAW He wins yet again in ASsCoCk,He wins yet again in ASsCoCk,,+
66,16-07-2020 19:32,1.28E+18,henry the viii? more like henry the motherfucker asscock bitch fucker asshole shITTER PRICK CUNT DICKHEAD SON OF A… https://t.co/F28CW2kuc0,henry the viii? more like henry the motherfucker asscock bitch fucker asshole shITTER PRICK CUNT DICKHEAD SON OF A… https://t.co/F28CW2kuc0,,-
67,16-07-2020 02:54,1.28E+18,@itsashock @bigboiduck New asscock tweet,New asscock tweet,,+
68,16-07-2020 02:52,1.28E+18,@itsashock @dodgy1k New asscock tweet,New asscock tweet,,+
69,14-07-2020 22:16,1.28E+18,@itsashock @ilymotion Vouch for asscock,Vouch for asscock,,+
70,14-07-2020 09:28,1.28E+18,ASSCOCKの間違いだろ https://t.co/KlR0AXsxbv,ASSCOCKの間違いだろ https://t.co/KlR0AXsxbv,,+
71,12-07-2020 22:45,1.28E+18,@GeorgeFroyd Total Asscock...,Total Asscock...,,-
72,23-07-2020 19:27,1.29E+18,This is why I don’t send face pictures to y’all dumb asses. Why keep pics of me saved in your phone? That’s just we… https://t.co/7fsZjrXYkw,This is why I don’t send face pictures to y’all dumb asses. Why keep pics of me saved in your phone? That’s just we… https://t.co/7fsZjrXYkw,,-
73,23-07-2020 19:27,1.29E+18,"RT @Expenndable: ""You seeing this shit, Asta?""
""Yeah, Guts. I see it.""
""Wanna help me kick their asses?""
""Yeah. Let's do this."" https://t.c…","RT ""You seeing this shit, Asta?"" ""Yeah, Guts. I see it."" ""Wanna help me kick their asses?"" ""Yeah. Let's do this."" https://t.c…",,-
74,23-07-2020 19:27,1.29E+18,@nosiillaa @xoyeimyy Y’all both better call in saying you got the covid and bring those asses lol. I know you got online classes,Y’all both better call in saying you got the covid and bring those asses lol. I know you got online classes,,+
75,23-07-2020 19:27,1.29E+18,RT @savorstyles: people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,RT people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,,+
76,23-07-2020 19:27,1.29E+18,"@HKrassenstein The bankers were saving their own asses and admitted it, they were not doing it to help Trump.","The bankers were saving their own asses and admitted it, they were not doing it to help Trump.",,+
77,23-07-2020 19:27,1.29E+18,@SCityNATION412 Cant wait to see all the sour asses saying they are done with  MLB now.,Cant wait to see all the sour asses saying they are done with MLB now.,,-
78,23-07-2020 19:27,1.29E+18,"@RealPhilipLee Nooooo the guilt coming back for our asses. 😭😭 I skipped slot too, but because I had a grocery store… https://t.co/fhx50avwlZ","Nooooo the guilt coming back for our asses. 😭😭 I skipped slot too, but because I had a grocery store… https://t.co/fhx50avwlZ",,+
79,23-07-2020 19:27,1.29E+18,@trav_allen But if @dubKekss pops up on us we might have to run. She’ll beat both our asses,But if pops up on us we might have to run. She’ll beat both our asses,,-
80,23-07-2020 19:26,1.29E+18,"""You seeing this shit, Asta?""
""Yeah, Guts. I see it.""
""Wanna help me kick their asses?""
""Yeah. Let's do this."" https://t.co/KC8ocUv9mH","""You seeing this shit, Asta?"" ""Yeah, Guts. I see it."" ""Wanna help me kick their asses?"" ""Yeah. Let's do this."" https://t.co/KC8ocUv9mH",,-
81,23-07-2020 19:26,1.29E+18,@Juventus Another overconfident team who want their asses kicked losing to 16th place Udinese. Players far too overconfident,Another overconfident team who want their asses kicked losing to 16th place Udinese. Players far too overconfident,,+
82,23-07-2020 19:26,1.29E+18,"I don’t have an ass I’ve never had an ass and I’m never gonna have an ass. 

I focus on having friends with asses,… https://t.co/bq0gjLzEa1","I don’t have an ass I’ve never had an ass and I’m never gonna have an ass. I focus on having friends with asses,… https://t.co/bq0gjLzEa1",,+
83,23-07-2020 19:26,1.29E+18,It’s kind of interesting knowing it’s girls with fat asses hiding their butts in pics because they’re not here for the nonsense.,It’s kind of interesting knowing it’s girls with fat asses hiding their butts in pics because they’re not here for the nonsense.,,-
84,23-07-2020 19:26,1.29E+18,Scary asses 💀💀,Scary asses 💀💀,,+
85,23-07-2020 19:26,1.29E+18,Get that money Michael!  Write that book and sue their asses! https://t.co/j3Sotf0LS1,Get that money Michael! Write that book and sue their asses! https://t.co/j3Sotf0LS1,,-
86,23-07-2020 19:26,1.29E+18,RT @savorstyles: people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,RT people will never understand the joy one direction has given us i mean there was literally NOTHING better than laughing ou…,,+
87,23-07-2020 19:26,1.29E+18,What if Meg were paralyzed or if she got shot in the chest. Y’all fake asses would be the first ones saying RIP! Do… https://t.co/gYbmoB4mIk,What if Meg were paralyzed or if she got shot in the chest. Y’all fake asses would be the first ones saying RIP! Do… https://t.co/gYbmoB4mIk,,+
